Unnamed: 0,city,actual_latitude,alt_latitude,initial_answer,gt_answer,logprob_a,logprob_b,logits_a,logits_b,confidence_a,confidence_b,predicted_label,initial_binary_correctness,other_llm_answer,other_llm_answer_type,second_answer,change_of_mind,second_turn_predicted_label,second_turn_binary_correctness,second_turn_confidence_a,second_turn_confidence_b,final_answer,final_logprob_a,final_logprob_b,final_logits_a,final_logits_b,other_llm_accuracy,initial_answer_display
3020,Grey Highlands,44.3,66.5,a,a,-0.0155029296875,-6.75,28.75,22.0,0.88548756,0.11451249,0,1,a,Same,a,0,0,1,0.9816079,0.018392058,a,0.0,-13.125,37.25,24.125,50,shown
3021,Bendrahallī,12.3,6.1,b,a,-4.28125,-0.023193359375,24.75,29.0,0.21621202,0.78378797,1,0,b,Same,b,0,1,0,0.03320737,0.9667926,b,-11.125,0.0,26.375,37.5,50,shown
3022,Tiruchchuli,9.5,4.8,a,b,-2.609375,-0.10400390625,26.875,29.375,0.31917277,0.6808272,0,0,a,Same,a,0,0,0,0.97132754,0.028672421,a,0.0,-11.625,38.0,26.375,50,shown
3023,Marosangy,-21.0,-10.5,b,a,-5.375,-0.0155029296875,22.625,28.0,0.16399653,0.83600354,1,0,b,Same,b,0,1,0,0.03444519,0.96555483,b,-11.0,0.0,25.0,36.0,50,shown
3024,Momanpet,17.5,8.8,b,a,-3.40625,-0.038330078125,25.875,29.25,0.26449656,0.73550344,1,0,b,Same,b,0,1,0,0.034445204,0.96555483,b,-11.0,0.0,26.0,37.0,50,shown
3025,Heerlen,50.9,25.4,b,b,-8.5,-0.007781982421875,21.75,30.25,0.07071499,0.92928505,1,1,b,Same,b,0,1,1,0.017073112,0.98292696,b,-13.375,0.0,23.125,36.5,50,shown
3026,Xincheng,24.1,12.0,a,a,-0.060546875,-4.3125,26.75,22.5,0.78378797,0.21621202,0,1,a,Same,a,0,0,1,0.9691406,0.03085936,a,0.0,-11.375,37.5,26.125,50,shown
3027,São Raimundo das Mangabeiras,-7.0,-3.5,b,b,-1.9375,-0.19140625,27.875,29.625,0.37044623,0.6295538,1,1,b,Same,b,0,1,1,0.03320737,0.9667926,b,-11.125,0.0,24.625,35.75,50,shown
3028,Budaun,28.0,14.0,a,a,-0.023193359375,-5.53125,27.5,22.0,0.84113085,0.15886912,0,1,a,Same,a,0,0,1,0.95866925,0.041330744,a,0.0,-10.375,36.5,26.125,50,shown
3029,Petaluma,38.2,19.1,a,a,-0.0155029296875,-7.375,28.75,21.375,0.9033356,0.096664436,0,1,a,Same,a,0,0,1,0.9847328,0.015267155,a,0.0,-13.75,37.0,23.25,50,shown
3030,Santiago Papasquiaro,25.0,12.5,b,b,-3.671875,-0.0458984375,25.25,28.875,0.25002387,0.74997616,1,1,b,Same,b,0,1,1,0.027636144,0.9723638,b,-11.75,0.0,24.5,36.25,50,shown
3031,Pullūru,16.8,8.4,b,b,-0.4765625,-1.2265625,27.625,26.875,0.55657494,0.4434251,1,1,b,Same,b,0,1,1,0.037055623,0.9629444,b,-10.75,0.0,25.75,36.5,50,shown
3032,Woodburn,45.1,22.6,b,b,-6.375,-0.0155029296875,22.625,29.0,0.12654945,0.8734506,1,1,b,Same,b,0,1,1,0.02055995,0.97944003,b,-12.75,0.0,23.5,36.25,50,shown
3033,Tangjia,30.8,15.4,b,b,-3.4375,-0.06787109375,26.25,29.625,0.26449648,0.7355035,1,1,b,Same,b,0,1,1,0.03572746,0.96427256,b,-10.875,0.0,25.125,36.0,50,shown
3034,Goya,-29.1,-43.7,b,a,-2.625,-0.1318359375,26.625,29.125,0.31917277,0.6808272,1,0,b,Same,b,0,1,0,0.03320737,0.9667926,b,-11.125,0.0,24.875,36.0,50,shown
3035,Hulin,45.8,68.7,a,a,-0.390625,-1.390625,27.75,26.75,0.5751831,0.42481697,0,1,a,Same,a,0,0,1,0.96555483,0.034445178,a,0.0,-11.0,38.0,27.0,50,shown
3036,Tasso,9.7,4.8,b,a,-1.8125,-0.19140625,28.375,30.0,0.37932274,0.62067735,1,0,b,Same,b,0,1,0,0.03320737,0.9667926,b,-11.125,0.0,24.625,35.75,50,shown
3037,Eski Arab,40.4,60.6,a,a,-0.11767578125,-3.25,27.625,24.5,0.7205053,0.2794947,0,1,a,Same,a,0,0,1,0.97132754,0.028672451,a,0.0,-11.625,37.0,25.375,50,shown
3038,San Mateo,37.6,18.8,b,b,-8.375,-0.007781982421875,21.25,29.625,0.07324502,0.926755,1,1,b,Same,b,0,1,1,0.0152671635,0.9847328,b,-13.75,0.0,22.5,36.25,50,shown
3039,Nerupperichchal,11.2,16.7,b,b,-2.1875,-0.1845703125,27.125,29.125,0.35295826,0.64704174,1,1,b,Same,b,0,1,1,0.037055604,0.9629444,b,-10.75,0.0,26.5,37.25,50,shown
3040,Pudsey,53.8,26.9,b,b,-7.75,-0.007781982421875,22.625,30.375,0.08718631,0.91281366,1,1,b,Same,b,0,1,1,0.018392067,0.9816079,b,-13.125,0.0,23.375,36.5,50,shown
3041,Aībak,36.3,18.1,b,a,-2.484375,-0.11083984375,26.125,28.5,0.3274596,0.67254037,1,0,b,Same,b,0,1,0,0.046075508,0.95392454,b,-10.0,0.0,26.75,36.75,50,shown
3042,Nerinjippettai,11.7,5.8,b,b,-4.0625,-0.060546875,24.375,28.375,0.2293259,0.7706741,1,1,b,Same,b,0,1,1,0.03444519,0.96555483,b,-11.0,0.0,25.0,36.0,50,shown
3043,Ankilimalinika,-23.0,-34.4,b,b,-7.0,-0.007781982421875,21.0,28.0,0.1070522,0.8929478,1,1,b,Same,b,0,1,1,0.024740983,0.97525907,b,-12.125,0.0,24.125,36.25,50,shown
3044,Dover,40.0,20.0,b,b,-6.375,-0.007781982421875,22.0,28.375,0.12654945,0.8734506,1,1,b,Same,b,0,1,1,0.019088542,0.9809115,b,-13.0,0.0,22.5,35.5,50,shown
3045,Kottapeta,16.7,25.1,b,a,-0.435546875,-1.5625,26.5,25.375,0.58441126,0.41558868,1,0,b,Same,b,0,1,0,0.041330766,0.95866925,b,-10.375,0.0,25.875,36.25,50,shown
3046,San José de Gracia,22.2,33.2,a,a,-0.138671875,-3.390625,25.875,22.625,0.7280692,0.27193078,0,1,a,Same,a,0,0,1,0.9667926,0.03320737,a,0.0,-11.125,37.0,25.875,50,shown
3047,Paraipaba,-3.4,-5.1,a,b,-0.11083984375,-2.734375,30.75,28.125,0.6890014,0.31099856,0,0,a,Same,a,0,0,0,0.97785777,0.022142189,a,0.0,-12.5,38.0,25.5,50,shown
3048,Mosbrough,53.3,80.0,b,b,-3.671875,-0.1650390625,22.75,26.25,0.25719368,0.7428064,1,1,b,Same,b,0,1,1,0.022142211,0.97785777,b,-12.5,0.0,22.75,35.25,50,shown
3049,Bacalar,18.7,9.3,a,b,-0.10400390625,-3.734375,27.0,23.375,0.74997604,0.25002396,0,0,a,Same,a,0,0,0,0.9801892,0.019810867,a,0.0,-12.875,37.5,24.625,50,shown
3050,Mannārgudi,11.3,5.6,b,b,-4.0625,-0.06787109375,25.0,29.0,0.2293259,0.7706741,1,1,b,Same,b,0,1,1,0.027636133,0.9723638,b,-11.75,0.0,24.25,36.0,50,shown
3051,Tuzi,42.4,21.2,a,b,-0.10400390625,-4.09375,26.75,22.75,0.7706741,0.2293259,0,0,a,Same,a,0,0,0,0.96427256,0.03572746,a,0.0,-10.875,37.0,26.125,50,shown
3052,Heubach,48.8,73.2,b,b,-8.25,-0.007781982421875,21.25,29.5,0.07585818,0.9241418,1,1,b,Same,b,0,1,1,0.017073102,0.98292696,b,-13.375,0.0,22.625,36.0,50,shown
3053,Tonyrefail,51.6,25.8,a,a,-0.03076171875,-6.65625,29.375,22.75,0.8815902,0.11840984,0,1,a,Same,a,0,0,1,0.98415273,0.015847204,a,0.0,-13.625,38.25,24.625,50,shown
3054,Sax,38.5,57.8,b,a,-2.53125,-0.158203125,26.25,28.625,0.32745984,0.67254025,1,0,b,Same,b,0,1,0,0.041330744,0.95866925,b,-10.375,0.0,25.625,36.0,50,shown
3055,League City,29.5,14.7,b,b,-8.875,-0.007781982421875,21.0,29.875,0.06360213,0.93639785,1,1,b,Same,b,0,1,1,0.013148887,0.98685104,b,-14.25,0.0,22.25,36.5,50,shown
3056,Springfield,42.1,63.2,b,b,-6.375,-0.007781982421875,22.875,29.25,0.1265495,0.87345046,1,1,b,Same,b,0,1,1,0.026636256,0.9733637,b,-11.875,0.0,23.875,35.75,50,shown
3057,Gilbert,33.3,16.7,a,a,-0.0751953125,-5.0625,27.0,22.0,0.8198234,0.1801766,0,1,a,Same,a,0,0,1,0.9852919,0.014708013,a,0.0,-13.875,37.75,23.875,50,shown
3058,Tando Muhammad Khan,25.1,12.6,a,a,-0.038330078125,-6.40625,27.75,21.375,0.8734506,0.12654945,0,1,a,Same,a,0,0,1,0.97944003,0.02055995,a,0.0,-12.75,37.5,24.75,50,shown
3059,Muhanga,-2.1,-3.1,b,a,-1.625,-0.248046875,29.0,30.375,0.39731485,0.6026852,1,0,b,Same,b,0,1,0,0.047769308,0.95223075,b,-9.875,0.0,24.875,34.75,50,shown
3060,Técpan de Galeana,17.2,25.9,a,a,-0.1318359375,-2.875,27.25,24.5,0.6970593,0.3029407,0,1,a,Same,a,0,0,1,0.9743284,0.025671588,a,0.0,-12.0,37.75,25.75,50,shown
3061,Pedro Afonso,-9.0,-13.5,b,b,-4.03125,-0.023193359375,26.625,30.625,0.229326,0.77067405,1,1,b,Same,b,0,1,1,0.03444519,0.96555483,b,-11.0,0.0,25.5,36.5,50,shown
3062,Sanok,49.6,74.3,b,b,-8.375,-0.007781982421875,20.625,29.0,0.07324502,0.926755,1,1,b,Same,b,0,1,1,0.014708013,0.9852919,b,-13.875,0.0,22.625,36.5,50,shown
3063,Irupi,-20.3,-10.2,a,b,-0.11767578125,-3.625,28.5,25.0,0.74280643,0.25719357,0,0,a,Same,a,0,0,0,0.9761568,0.023843262,a,0.0,-12.25,36.75,24.5,50,shown
3064,Guamaré,-5.1,-2.5,b,a,-2.46875,-0.0966796875,30.625,33.0,0.3274597,0.67254025,1,0,b,Same,b,0,1,0,0.03985569,0.96014434,b,-10.5,0.0,25.5,36.0,50,shown
3065,Puigcerdá,42.4,63.6,b,b,-7.75,-0.007781982421875,21.125,28.875,0.08718627,0.9128138,1,1,b,Same,b,0,1,1,0.014169055,0.9858309,b,-14.0,0.0,22.75,36.75,50,shown
3066,New Franklin,41.0,61.4,b,b,-6.875,-0.007781982421875,22.0,28.875,0.110727295,0.8892727,1,1,b,Same,b,0,1,1,0.019810867,0.9801892,b,-12.875,0.0,22.875,35.75,50,shown
3067,Fucheng,35.4,17.7,a,b,-0.1650390625,-3.296875,26.5,23.375,0.7205053,0.2794947,0,0,a,Same,a,0,0,0,0.9733638,0.026636235,a,0.0,-11.875,38.0,26.125,50,shown
3068,Bida,9.1,13.6,a,b,-0.306640625,-1.4296875,28.25,27.125,0.58441126,0.41558868,0,0,a,Same,a,0,0,0,0.9667926,0.03320736,a,0.0,-11.125,36.75,25.625,50,shown
3069,Sursee,47.2,70.8,a,a,-0.0155029296875,-6.75,28.5,21.75,0.88548756,0.114512436,0,1,a,Same,a,0,0,1,0.9816079,0.018392058,a,0.0,-13.125,37.25,24.125,50,shown
3070,Schaesberg,50.9,25.4,b,b,-7.375,-0.007781982421875,22.0,29.375,0.096664436,0.9033356,1,1,b,Same,b,0,1,1,0.019810855,0.9801892,b,-12.875,0.0,23.875,36.75,50,shown
3071,Lanta,7.1,3.5,a,a,-0.22265625,-1.84375,27.5,25.875,0.62067735,0.37932274,0,1,a,Same,a,0,0,1,0.9667926,0.03320736,a,0.0,-11.125,36.75,25.625,50,shown
3072,Ikot Okoro,4.9,7.4,b,b,-0.490234375,-1.1171875,28.25,27.625,0.5472075,0.45279253,1,1,b,Same,b,0,1,1,0.03843118,0.96156883,b,-10.625,0.0,25.375,36.0,50,shown
3073,Dokolo,1.9,2.9,a,b,-0.77734375,-0.65234375,29.625,29.75,0.4905314,0.5094686,0,0,a,Same,a,0,0,0,0.957142,0.042857934,a,0.0,-10.25,36.75,26.5,50,shown
3074,North Versailles,40.4,20.2,b,b,-7.5,-0.007781982421875,21.25,28.75,0.093407035,0.906593,1,1,b,Same,b,0,1,1,0.016448934,0.98355114,b,-13.5,0.0,22.5,36.0,50,shown
3075,Baton Rouge,30.4,15.2,a,a,-0.03076171875,-6.40625,28.125,21.75,0.87345046,0.1265495,0,1,a,Same,a,0,0,1,0.9809115,0.019088542,a,0.0,-13.0,37.75,24.75,50,shown
3076,Buckingham,45.6,22.8,b,b,-5.40625,-0.023193359375,27.625,33.0,0.16399644,0.83600354,1,1,b,Same,b,0,1,1,0.032012567,0.9679874,b,-11.25,0.0,24.5,35.75,50,shown
3077,Torre Annunziata,40.8,61.1,a,a,-0.023193359375,-6.40625,28.625,22.25,0.87345046,0.1265495,0,1,a,Same,a,0,0,1,0.9852919,0.014708013,a,0.0,-13.875,37.75,23.875,50,shown
3078,Masbate,12.3,6.1,a,b,-0.06787109375,-4.1875,27.5,23.375,0.77729976,0.22270021,0,0,a,Same,a,0,0,0,0.9679874,0.032012567,a,0.0,-11.25,37.0,25.75,50,shown
3079,Simmerath,50.6,25.3,b,b,-8.125,-0.007781982421875,21.875,30.0,0.07855667,0.9214433,1,1,b,Same,b,0,1,1,0.017073112,0.98292696,b,-13.375,0.0,23.125,36.5,50,shown
3080,Vidapanakallu,15.1,7.5,b,b,-2.53125,-0.15234375,26.375,28.75,0.3274597,0.67254025,1,1,b,Same,b,0,1,1,0.034445204,0.96555483,b,-11.0,0.0,25.25,36.25,50,shown
3081,Everett,48.0,71.9,b,b,-7.125,-0.007781982421875,22.0,29.125,0.103484705,0.89651525,1,1,b,Same,b,0,1,1,0.017073112,0.98292696,b,-13.375,0.0,23.125,36.5,50,shown
3082,Labuan,5.3,7.9,a,b,-0.08984375,-3.09375,27.0,24.0,0.71281403,0.287186,0,0,a,Same,a,0,0,0,0.9723638,0.027636133,a,0.0,-11.75,36.5,24.75,50,shown
3083,Siguatepeque,14.6,21.9,a,a,-0.08984375,-3.84375,27.0,23.25,0.75701135,0.24298865,0,1,a,Same,a,0,0,1,0.97702265,0.02297737,a,0.0,-12.375,38.25,25.875,50,shown
3084,Sumoto,34.4,51.5,b,b,-4.03125,-0.038330078125,26.125,30.125,0.2293259,0.7706741,1,1,b,Same,b,0,1,1,0.03572746,0.96427256,b,-10.875,0.0,26.125,37.0,50,shown
3085,Udaipur Bithwār,26.3,39.4,b,b,-7.75,-0.007781982421875,21.5,29.25,0.08718631,0.91281366,1,1,b,Same,b,0,1,1,0.019088551,0.9809115,b,-13.0,0.0,23.25,36.25,50,shown
3086,North Fort Myers,26.7,13.4,b,b,-7.625,-0.007781982421875,21.625,29.25,0.09024841,0.90975153,1,1,b,Same,b,0,1,1,0.017073112,0.98292696,b,-13.375,0.0,23.625,37.0,50,shown
3087,Pleasanton,37.7,18.8,b,b,-8.0,-0.007781982421875,21.375,29.375,0.08134266,0.9186573,1,1,b,Same,b,0,1,1,0.017073102,0.98292696,b,-13.375,0.0,22.625,36.0,50,shown
3088,Fountain Hills,33.6,50.4,a,a,-0.0458984375,-5.78125,28.25,22.5,0.8509947,0.14900531,0,1,a,Same,a,0,0,1,0.98355114,0.016448926,a,0.0,-13.5,37.25,23.75,50,shown
3089,Dolores,16.5,8.3,b,a,-3.296875,-0.0458984375,25.75,29.0,0.27193078,0.7280692,1,0,b,Same,b,0,1,0,0.034445204,0.96555483,b,-11.0,0.0,25.25,36.25,50,shown
3090,Ketugrām,23.7,11.9,b,a,-1.5546875,-0.306640625,27.875,29.125,0.40641925,0.5935808,1,0,b,Same,b,0,1,0,0.038431164,0.96156883,b,-10.625,0.0,26.125,36.75,50,shown
3091,Malgrat de Mar,41.6,62.5,b,b,-9.9375,-0.66015625,18.875,28.125,0.05716066,0.9428394,1,1,b,Same,b,0,1,1,0.017720548,0.98227954,b,-13.25,0.0,22.5,35.75,50,shown
3092,Qahā,30.3,45.4,a,a,-0.11767578125,-4.25,26.75,22.625,0.77729994,0.22270006,0,1,a,Same,a,0,0,1,0.9679874,0.032012552,a,0.0,-11.25,36.5,25.25,50,shown
3093,Mastchoh,40.4,60.6,b,b,-3.421875,-0.05322265625,26.75,30.125,0.26449656,0.73550344,1,1,b,Same,b,0,1,1,0.0384312,0.96156883,b,-10.625,0.0,25.625,36.25,50,shown
3094,Puerto Rico,1.9,2.9,b,b,-0.83203125,-0.58203125,32.25,32.5,0.48106954,0.51893044,1,1,b,Same,b,0,1,1,0.0384312,0.96156883,b,-10.625,0.0,25.125,35.75,50,shown
3095,Almaty,43.2,21.6,b,b,-7.5,-0.007781982421875,21.5,29.0,0.09340698,0.906593,1,1,b,Same,b,0,1,1,0.022142211,0.97785777,b,-12.5,0.0,22.75,35.25,50,shown
3096,Santo Tomás,10.8,5.4,a,b,-3.796875,-6.78125,29.25,26.25,0.71281403,0.287186,0,0,a,Same,a,0,0,0,0.955561,0.044438984,a,-9.5,-19.625,27.0,16.875,50,shown
3097,Campo Limpo,-23.2,-11.6,b,b,-0.50390625,-1.125,28.75,28.125,0.5472075,0.45279253,1,1,b,Same,b,0,1,1,0.0384312,0.96156883,b,-10.625,0.0,25.125,35.75,50,shown
3098,Gobindpur,24.8,12.4,a,a,-0.038330078125,-5.03125,27.125,22.125,0.8198234,0.1801766,0,1,a,Same,a,0,0,1,0.9743284,0.025671588,a,0.0,-12.0,37.0,25.0,50,shown
3099,Itacarambi,-15.1,-22.7,a,b,-0.25390625,-2.0,29.75,28.0,0.629554,0.370446,0,0,a,Same,a,0,0,0,0.97525907,0.024740973,a,0.0,-12.125,37.25,25.125,50,shown
3100,Arroio dos Ratos,-30.1,-45.1,a,a,-1.296875,-0.421875,29.375,30.25,0.4340977,0.56590235,0,1,a,Same,a,0,0,1,0.97525907,0.024740962,a,0.0,-12.125,38.5,26.375,50,shown
3101,Lohiyār Ujain,26.6,13.3,<,b,-inf,-inf,-inf,-inf,,,-1,-1,<,Same,b,1,1,1,0.05923661,0.94076335,b,-9.125,0.0,24.125,33.25,50,shown
3102,Narlıca,36.2,18.1,b,b,-7.375,-0.007781982421875,21.75,29.125,0.09666439,0.9033356,1,1,b,Same,b,0,1,1,0.018392077,0.9816079,b,-13.125,0.0,23.125,36.25,50,shown
3103,Tərtər,40.3,60.5,b,b,-8.25,-0.0155029296875,20.375,28.625,0.07585821,0.9241418,1,1,b,Same,b,0,1,1,0.02133672,0.9786632,b,-12.625,0.0,22.875,35.5,50,shown
3104,Néa Moudaniá,40.2,20.1,b,a,-6.0,-0.0155029296875,22.125,28.125,0.13965222,0.8603478,1,0,b,Same,b,0,1,0,0.037055604,0.9629444,b,-10.75,0.0,24.75,35.5,50,shown
3105,Oakland,41.0,20.5,b,b,-7.75,-0.007781982421875,21.25,29.0,0.08718627,0.9128138,1,1,b,Same,b,0,1,1,0.017073112,0.98292696,b,-13.375,0.0,22.375,35.75,50,shown
3106,Outapi,-17.5,-26.3,b,b,-1.046875,-0.546875,27.125,27.625,0.46219355,0.53780645,1,1,b,Same,b,0,1,1,0.047769308,0.95223075,b,-9.875,0.0,25.875,35.75,50,shown
3107,Shotley Bridge,54.9,82.3,a,a,-0.0155029296875,-9.375,30.25,20.875,0.9448469,0.055153128,0,1,a,Same,a,0,0,1,0.9847328,0.015267155,a,0.0,-13.75,37.5,23.75,50,shown
3108,Tabatinga,-4.3,-6.4,a,a,-0.2890625,-1.7890625,30.5,29.0,0.6117193,0.38828072,0,1,a,Same,a,0,0,1,0.9801892,0.019810855,a,0.0,-12.875,38.0,25.125,50,shown
3109,Gīmbī,9.2,4.6,b,b,-2.15625,-0.15234375,28.0,30.0,0.35295826,0.64704174,1,1,b,Same,b,0,1,1,0.03085936,0.9691406,b,-11.375,0.0,24.375,35.75,50,shown
3110,Coron,12.0,18.0,a,a,-0.625,-4.625,26.0,22.0,0.7706741,0.2293259,0,1,a,Same,a,0,0,1,0.9679874,0.032012567,a,0.0,-11.25,36.25,25.0,50,shown
3111,La Huerta,19.5,9.7,b,b,-3.796875,-0.05322265625,24.875,28.625,0.24298872,0.75701123,1,1,b,Same,b,0,1,1,0.03320737,0.9667926,b,-11.125,0.0,24.625,35.75,50,shown
3112,Varkaus,62.3,31.2,a,a,-0.0155029296875,-7.0,29.5,22.5,0.8929478,0.10705215,0,1,a,Same,a,0,0,1,0.98292696,0.017073102,a,0.0,-13.375,37.75,24.375,50,shown
3113,Ogawa,36.1,18.0,a,a,-0.038330078125,-4.28125,27.0,22.75,0.7837879,0.21621212,0,1,a,Same,a,0,0,1,0.9702536,0.029746424,a,0.0,-11.5,37.0,25.5,50,shown
3114,Pānchgani,17.9,9.0,b,b,-7.125,-0.0155029296875,20.875,28.0,0.1034848,0.89651525,1,1,b,Same,b,0,1,1,0.016448926,0.98355114,b,-13.5,0.0,23.25,36.75,50,shown
3115,Nkokonjeru,0.2,0.4,b,a,-4.03125,-0.03076171875,25.625,29.625,0.2293259,0.7706741,1,0,b,Same,b,0,1,0,0.0384312,0.96156883,b,-10.625,0.0,25.125,35.75,50,shown
3116,Madikeri,12.4,18.6,a,a,-0.06787109375,-4.0625,27.25,23.25,0.7706741,0.2293259,0,1,a,Same,a,0,0,1,0.9691406,0.030859347,a,0.0,-11.375,37.25,25.875,50,shown
3117,Oleśnica,51.2,25.6,b,b,-8.5,-0.007781982421875,22.125,30.625,0.07071501,0.92928493,1,1,b,Same,b,0,1,1,0.016448934,0.98355114,b,-13.5,0.0,23.0,36.5,50,shown
3118,Pilāppulli,10.7,16.1,b,b,-3.21875,-0.08984375,25.5,28.625,0.2794947,0.7205053,1,1,b,Same,b,0,1,1,0.032012567,0.9679874,b,-11.25,0.0,25.75,37.0,50,shown
3119,Tiffin,41.1,20.6,b,b,-5.375,-0.0155029296875,23.625,29.0,0.16399644,0.83600354,1,1,b,Same,b,0,1,1,0.030859347,0.9691406,b,-11.375,0.0,24.125,35.5,50,shown
3120,Além Paraíba,-21.9,-32.8,<,b,-inf,-inf,-inf,-inf,,,-1,-1,<,Same,b,1,1,1,0.24298872,0.75701123,b,-3.78125,-0.03076171875,29.0,32.75,50,shown
3121,San Sebastián de Yalí,13.3,6.7,b,a,-3.0625,-0.06787109375,25.125,28.125,0.287186,0.71281403,1,0,b,Same,b,0,1,0,0.034445204,0.96555483,b,-11.0,0.0,25.25,36.25,50,shown
3122,Chodavaram,17.4,8.7,a,a,-0.0966796875,-3.34375,26.5,23.25,0.7280692,0.27193078,0,1,a,Same,a,0,0,1,0.9786632,0.02133673,a,0.0,-12.625,37.75,25.125,50,shown
3123,Antsenavolo,-21.4,-32.1,a,a,-1.9140625,-5.90625,26.25,22.25,0.7706741,0.2293259,0,1,a,Same,a,0,0,1,0.96427256,0.03572746,a,-10.625,-21.5,27.125,16.25,50,shown
3124,Dabeiba,7.0,10.5,b,b,-5.25,-0.0155029296875,22.625,27.875,0.16925597,0.830744,1,1,b,Same,b,0,1,1,0.02133673,0.9786632,b,-12.625,0.0,23.875,36.5,50,shown
3125,Cacaopera,13.8,20.7,b,b,-2.734375,-0.11083984375,26.375,29.0,0.31099856,0.6890014,1,1,b,Same,b,0,1,1,0.029746411,0.9702536,b,-11.5,0.0,25.25,36.75,50,shown
3126,Palāsa,18.8,28.2,b,a,-3.328125,-0.08251953125,27.0,30.25,0.27193072,0.72806937,1,0,b,Same,b,0,1,0,0.028672436,0.97132754,b,-19.875,-8.25,16.875,28.5,50,shown
3127,Ouled Rahmoun,36.2,18.1,b,b,-0.97265625,-0.59765625,28.5,28.875,0.4716215,0.5283784,1,1,b,Same,b,0,1,1,0.0384312,0.96156883,b,-10.625,0.0,25.625,36.25,50,shown
3128,Brunswick,31.1,46.7,a,b,-0.0751953125,-4.3125,28.75,24.5,0.7837879,0.21621212,0,0,a,Same,a,0,0,0,0.97525907,0.024740973,a,0.0,-12.125,37.25,25.125,50,shown
3129,Te Awamutu,-38.0,-19.0,a,a,-0.060546875,-4.8125,28.375,23.625,0.8083608,0.19163921,0,1,a,Same,a,0,0,1,0.9786632,0.02133672,a,0.0,-12.625,37.25,24.625,50,shown
3130,Shuangyashan,46.7,70.0,a,b,-0.038330078125,-3.65625,27.875,24.25,0.74997616,0.25002387,0,0,a,Same,a,0,0,0,0.9679874,0.032012552,a,0.0,-11.25,36.0,24.75,50,shown
3131,Erciş,39.0,58.5,a,a,-0.05322265625,-6.0625,27.5,21.5,0.8603478,0.13965222,0,1,a,Same,a,0,0,1,0.97702265,0.02297736,a,0.0,-12.375,36.75,24.375,50,shown
3132,Dalsingh Sarai,25.7,12.8,b,b,-1.28125,-0.41015625,27.875,28.75,0.4340979,0.5659021,1,1,b,Same,b,0,1,1,0.0384312,0.96156883,b,-10.625,0.0,25.625,36.25,50,shown
3133,Zelenogorsk,56.1,28.1,b,b,-7.75,-0.007781982421875,22.125,29.875,0.08718631,0.91281366,1,1,b,Same,b,0,1,1,0.015267155,0.9847328,b,-13.75,0.0,22.75,36.5,50,shown
3134,Genappe,50.6,75.9,b,b,-9.0,-0.007781982421875,21.5,30.5,0.061383124,0.93861693,1,1,b,Same,b,0,1,1,0.014708021,0.9852919,b,-13.875,0.0,23.125,37.0,50,shown
3135,Puławy,51.4,77.1,a,a,-0.03076171875,-6.53125,28.375,21.875,0.8775786,0.122421436,0,1,a,Same,a,0,0,1,0.9801892,0.019810867,a,0.0,-12.875,37.75,24.875,50,shown
3136,Peterborough,52.6,78.8,a,a,-0.0155029296875,-9.125,30.625,21.5,0.94076335,0.059236635,0,1,a,Same,a,0,0,1,0.97525907,0.024740983,a,-11.125,-23.25,28.125,16.0,50,shown
3137,Mahavanona,-12.4,-18.7,b,b,-3.796875,-0.0458984375,25.625,29.375,0.24298865,0.75701135,1,1,b,Same,b,0,1,1,0.03201254,0.9679874,b,-11.25,0.0,25.5,36.75,50,shown
3138,Birkenfeld,48.9,24.4,b,b,-6.875,-0.007781982421875,22.125,29.0,0.110727295,0.8892727,1,1,b,Same,b,0,1,1,0.017720541,0.98227954,b,-13.25,0.0,23.25,36.5,50,shown
3139,Lynnfield,42.5,21.3,a,a,-0.0155029296875,-7.0,28.875,21.875,0.8929478,0.10705215,0,1,a,Same,a,0,0,1,0.9852919,0.014708013,a,0.0,-13.875,37.75,23.875,50,shown
3140,Sveta Ana,46.6,23.3,b,b,-2.953125,-0.0751953125,26.25,29.125,0.29500207,0.7049979,1,1,b,Same,b,0,1,1,0.037055623,0.9629444,b,-10.75,0.0,25.0,35.75,50,shown
3141,Saint-Cyr-sur-Loire,47.4,71.1,b,b,-9.125,-0.007781982421875,20.75,29.875,0.059236664,0.94076335,1,1,b,Same,b,0,1,1,0.013148887,0.98685104,b,-14.25,0.0,22.5,36.75,50,shown
3142,Ostróda,53.7,80.6,a,a,-0.0155029296875,-8.125,30.375,22.25,0.9214433,0.07855667,0,1,a,Same,a,0,0,1,0.97944003,0.02055995,a,0.0,-12.75,37.5,24.75,50,shown
3143,Ipswich,-27.6,-41.4,b,a,-5.75,-0.0155029296875,22.0,27.75,0.14900525,0.85099477,1,0,b,Same,b,0,1,0,0.025671575,0.9743284,b,-12.0,0.0,23.0,35.0,50,shown
3144,Pūvalūr,10.9,16.4,b,a,-3.6875,-0.06787109375,25.125,28.75,0.25002396,0.74997604,1,0,b,Same,b,0,1,0,0.028672436,0.97132754,b,-11.625,0.0,25.125,36.75,50,shown
3145,Wesseling,50.8,25.4,b,b,-7.75,-0.007781982421875,22.25,30.0,0.08718627,0.9128138,1,1,b,Same,b,0,1,1,0.015847204,0.98415273,b,-13.625,0.0,23.625,37.25,50,shown
